Time,Ea
2022-02-16 10:15:00,0.0
2022-02-16 10:30:00,2.585
2022-02-16 10:45:00,1.354
2022-02-16 11:00:00,1.6070000000000002
2022-02-16 11:15:00,1.8210000000000002
2022-02-16 11:30:00,1.6000000000000003
2022-02-16 11:45:00,1.963
2022-02-16 12:00:00,2.809
2022-02-16 12:15:00,3.9979999999999998
2022-02-16 12:30:00,2.762
2022-02-16 12:45:00,2.7910000000000004
2022-02-16 13:00:00,2.887999999999999
2022-02-16 13:15:00,2.9250000000000003
2022-02-16 13:30:00,2.374
2022-02-16 13:45:00,1.9990000000000003
2022-02-16 14:00:00,1.6880000000000004
2022-02-16 14:15:00,1.4840000000000002
2022-02-16 14:30:00,1.8379999999999999
2022-02-16 14:45:00,2.1550000000000002
2022-02-16 15:00:00,1.6070000000000002
2022-02-16 15:15:00,1.688
2022-02-16 15:30:00,0.5160000000000002
2022-02-16 15:45:00,0.3380000000000001
2022-02-16 16:00:00,0.54
2022-02-16 16:15:00,0.4610000000000002
2022-02-16 16:30:00,0.3790000000000001
2022-02-16 16:45:00,0.11200000000000003
2022-02-16 17:00:00,0.05000000000000002
2022-02-16 17:15:00,0.003
2022-02-16 17:30:00,0.0
2022-02-16 17:45:00,0.0
2022-02-16 18:00:00,0.0
2022-02-16 18:15:00,0.0
2022-02-16 18:30:00,0.0
2022-02-16 18:45:00,0.0
2022-02-16 19:00:00,0.0
2022-02-16 19:15:00,0.0
2022-02-16 19:30:00,0.0
2022-02-16 19:45:00,0.0
2022-02-16 20:00:00,0.0
2022-02-16 20:15:00,0.0
2022-02-16 20:30:00,0.0
2022-02-16 20:45:00,0.0
2022-02-16 21:00:00,0.0
2022-02-16 21:15:00,0.0
2022-02-16 21:30:00,0.0
2022-02-16 21:45:00,0.0
2022-02-16 22:00:00,0.0
2022-02-16 22:15:00,0.0
2022-02-16 22:30:00,0.0
2022-02-16 22:45:00,0.0
2022-02-16 23:00:00,0.0
2022-02-16 23:15:00,0.0
2022-02-16 23:30:00,0.0
2022-02-16 23:45:00,0.0
2022-02-17 00:00:00,0.0
2022-02-17 00:15:00,0.0
2022-02-17 00:30:00,0.0
2022-02-17 00:45:00,0.0
2022-02-17 01:00:00,0.0
2022-02-17 01:15:00,0.0
2022-02-17 01:30:00,0.0
2022-02-17 01:45:00,0.0
2022-02-17 02:00:00,0.0
2022-02-17 02:15:00,0.0
2022-02-17 02:30:00,0.0
2022-02-17 02:45:00,0.0
2022-02-17 03:00:00,0.0
2022-02-17 03:15:00,0.0
2022-02-17 03:30:00,0.0
2022-02-17 03:45:00,0.0
2022-02-17 04:00:00,0.0
2022-02-17 04:15:00,0.0
2022-02-17 04:30:00,0.0
2022-02-17 04:45:00,0.0
2022-02-17 05:00:00,0.0
2022-02-17 05:15:00,0.0
2022-02-17 05:30:00,0.0
2022-02-17 05:45:00,0.0
2022-02-17 06:00:00,0.0
2022-02-17 06:15:00,0.0
2022-02-17 06:30:00,0.0
2022-02-17 06:45:00,0.0
2022-02-17 07:00:00,0.0
2022-02-17 07:15:00,0.0
2022-02-17 07:30:00,0.001
2022-02-17 07:45:00,0.059
2022-02-17 08:00:00,0.22099999999999997
2022-02-17 08:15:00,0.401
2022-02-17 08:30:00,0.9519999999999998
2022-02-17 08:45:00,1.0730000000000002
2022-02-17 09:00:00,1.0230000000000001
2022-02-17 09:15:00,1.079
2022-02-17 09:30:00,1.0080000000000002
2022-02-17 09:45:00,1.3619999999999999
2022-02-17 10:00:00,1.2710000000000001
2022-02-17 10:15:00,2.2339999999999995
2022-02-17 10:30:00,1.657
2022-02-17 10:45:00,3.691
2022-02-17 11:00:00,4.364
2022-02-17 11:15:00,2.4
2022-02-17 11:30:00,2.98
2022-02-17 11:45:00,3.831
2022-02-17 12:00:00,2.206
2022-02-17 12:15:00,2.978999999999999
2022-02-17 12:30:00,6.671999999999998
2022-02-17 12:45:00,6.698
2022-02-17 13:00:00,6.224000000000001
2022-02-17 13:15:00,8.454
2022-02-17 13:30:00,5.9830000000000005
2022-02-17 13:45:00,3.0339999999999994
2022-02-17 14:00:00,2.168
2022-02-17 14:15:00,5.720000000000001
2022-02-17 14:30:00,5.132
2022-02-17 14:45:00,4.551
2022-02-17 15:00:00,4.698
2022-02-17 15:15:00,3.9190000000000005
2022-02-17 15:30:00,3.7729999999999997
2022-02-17 15:45:00,2.885
2022-02-17 16:00:00,1.8460000000000003
2022-02-17 16:15:00,1.5750000000000002
2022-02-17 16:30:00,1.434
2022-02-17 16:45:00,0.5510000000000002
2022-02-17 17:00:00,0.8000000000000002
2022-02-17 17:15:00,0.17500000000000004
2022-02-17 17:30:00,0.038000000000000006
2022-02-17 17:45:00,0.0
2022-02-17 18:00:00,0.0
2022-02-17 18:15:00,0.0
2022-02-17 18:30:00,0.0
2022-02-17 18:45:00,0.0
2022-02-17 19:00:00,0.0
2022-02-17 19:15:00,0.0
2022-02-17 19:30:00,0.0
2022-02-17 19:45:00,0.0
2022-02-17 20:00:00,0.0
2022-02-17 20:15:00,0.0
2022-02-17 20:30:00,0.0
2022-02-17 20:45:00,0.0
2022-02-17 21:00:00,0.0
2022-02-17 21:15:00,0.0
2022-02-17 21:30:00,0.0
2022-02-17 21:45:00,0.0
2022-02-17 22:00:00,0.0
2022-02-17 22:15:00,0.0
2022-02-17 22:30:00,0.0
2022-02-17 22:45:00,0.0
2022-02-17 23:00:00,0.0
2022-02-17 23:15:00,0.0
2022-02-17 23:30:00,0.0
2022-02-17 23:45:00,0.0
2022-02-18 00:00:00,0.0
2022-02-18 00:15:00,0.0
2022-02-18 00:30:00,0.0
2022-02-18 00:45:00,0.0
2022-02-18 01:00:00,0.0
2022-02-18 01:15:00,0.0
2022-02-18 01:30:00,0.0
2022-02-18 01:45:00,0.0
2022-02-18 02:00:00,0.0
2022-02-18 02:15:00,0.0
2022-02-18 02:30:00,0.0
2022-02-18 02:45:00,0.0
2022-02-18 03:00:00,0.0
2022-02-18 03:15:00,0.0
2022-02-18 03:30:00,0.0
2022-02-18 03:45:00,0.0
2022-02-18 04:00:00,0.0
2022-02-18 04:15:00,0.0
2022-02-18 04:30:00,0.0
2022-02-18 04:45:00,0.0
2022-02-18 05:00:00,0.0
2022-02-18 05:15:00,0.0
2022-02-18 05:30:00,0.0
2022-02-18 05:45:00,0.0
2022-02-18 06:00:00,0.0
2022-02-18 06:15:00,0.0
2022-02-18 06:30:00,0.0
2022-02-18 06:45:00,0.0
2022-02-18 07:00:00,0.0
2022-02-18 07:15:00,0.0
2022-02-18 07:30:00,0.032
2022-02-18 07:45:00,0.059000000000000004
2022-02-18 08:00:00,0.11399999999999998
2022-02-18 08:15:00,0.19200000000000003
2022-02-18 08:30:00,0.24100000000000008
2022-02-18 08:45:00,0.37999999999999995
2022-02-18 09:00:00,0.835
2022-02-18 09:15:00,1.198
2022-02-18 09:30:00,1.742
2022-02-18 09:45:00,1.76
2022-02-18 10:00:00,1.837
2022-02-18 10:15:00,2.117
2022-02-18 10:30:00,2.074
2022-02-18 10:45:00,3.4350000000000005
2022-02-18 11:00:00,4.409
2022-02-18 11:15:00,4.7749999999999995
2022-02-18 11:30:00,6.558000000000001
2022-02-18 11:45:00,6.9079999999999995
2022-02-18 12:00:00,6.142
2022-02-18 12:15:00,4.297000000000001
2022-02-18 12:30:00,7.211
2022-02-18 12:45:00,4.915
2022-02-18 13:00:00,3.637000000000001
2022-02-18 13:15:00,2.77
2022-02-18 13:30:00,5.498999999999999
2022-02-18 13:45:00,4.276000000000001
2022-02-18 14:00:00,0.0
2022-02-18 14:15:00,0.0
2022-02-18 14:30:00,2.421
2022-02-18 14:45:00,2.7399999999999998
2022-02-18 15:00:00,1.9590000000000005
2022-02-18 15:15:00,1.5160000000000002
2022-02-18 15:30:00,1.9939999999999998
2022-02-18 15:45:00,1.6840000000000002
2022-02-18 16:00:00,0.8560000000000001
2022-02-18 16:15:00,1.4020000000000001
2022-02-18 16:30:00,1.1669999999999998
2022-02-18 16:45:00,0.7040000000000002
2022-02-18 17:00:00,0.26100000000000007
2022-02-18 17:15:00,0.097
2022-02-18 17:30:00,0.0
2022-02-18 17:45:00,0.0
2022-02-18 18:00:00,0.0
2022-02-18 18:15:00,0.0
2022-02-18 18:30:00,0.0
2022-02-18 18:45:00,0.0
2022-02-18 19:00:00,0.0
2022-02-18 19:15:00,0.0
2022-02-18 19:30:00,0.0
2022-02-18 19:45:00,0.0
2022-02-18 20:00:00,0.0
2022-02-18 20:15:00,0.0
2022-02-18 20:30:00,0.0
2022-02-18 20:45:00,0.0
2022-02-18 21:00:00,0.0
2022-02-18 21:15:00,0.0
2022-02-18 21:30:00,0.0
2022-02-18 21:45:00,0.0
2022-02-18 22:00:00,0.0
2022-02-18 22:15:00,0.0
2022-02-18 22:30:00,0.0
2022-02-18 22:45:00,0.0
2022-02-18 23:00:00,0.0
2022-02-18 23:15:00,0.0
2022-02-18 23:30:00,0.0
2022-02-18 23:45:00,0.0
2022-02-19 00:00:00,0.0
2022-02-19 00:15:00,0.0
2022-02-19 00:30:00,0.0
2022-02-19 00:45:00,0.0
2022-02-19 01:00:00,0.0
2022-02-19 01:15:00,0.0
2022-02-19 01:30:00,0.0
2022-02-19 01:45:00,0.0
2022-02-19 02:00:00,0.0
2022-02-19 02:15:00,0.0
2022-02-19 02:30:00,0.0
2022-02-19 02:45:00,0.0
2022-02-19 03:00:00,0.0
2022-02-19 03:15:00,0.0
2022-02-19 03:30:00,0.0
2022-02-19 03:45:00,0.0
2022-02-19 04:00:00,0.0
2022-02-19 04:15:00,0.0
2022-02-19 04:30:00,0.0
2022-02-19 04:45:00,0.0
2022-02-19 05:00:00,0.0
2022-02-19 05:15:00,0.0
2022-02-19 05:30:00,0.0
2022-02-19 05:45:00,0.0
2022-02-19 06:00:00,0.0
2022-02-19 06:15:00,0.0
2022-02-19 06:30:00,0.0
2022-02-19 06:45:00,0.0
2022-02-19 07:00:00,0.0
2022-02-19 07:15:00,0.01
2022-02-19 07:30:00,0.135
2022-02-19 07:45:00,0.411
2022-02-19 08:00:00,0.8089999999999999
2022-02-19 08:15:00,1.208
2022-02-19 08:30:00,1.489
2022-02-19 08:45:00,2.131
2022-02-19 09:00:00,2.6749999999999994
2022-02-19 09:15:00,2.206
2022-02-19 09:30:00,1.7520000000000002
2022-02-19 09:45:00,2.279
2022-02-19 10:00:00,3.937
2022-02-19 10:15:00,5.997000000000001
2022-02-19 10:30:00,5.216
2022-02-19 10:45:00,4.753000000000001
2022-02-19 11:00:00,6.662999999999999
2022-02-19 11:15:00,7.509999999999999
2022-02-19 11:30:00,3.0459999999999994
2022-02-19 11:45:00,4.717999999999999
2022-02-19 12:00:00,5.81
2022-02-19 12:15:00,1.8030000000000004
2022-02-19 12:30:00,4.1739999999999995
2022-02-19 12:45:00,7.3229999999999995
2022-02-19 13:00:00,8.98
2022-02-19 13:15:00,4.843999999999999
2022-02-19 13:30:00,1.5239999999999998
2022-02-19 13:45:00,2.782
2022-02-19 14:00:00,4.316
2022-02-19 14:15:00,6.027000000000001
2022-02-19 14:30:00,4.468999999999999
2022-02-19 14:45:00,5.527
2022-02-19 15:00:00,4.758
2022-02-19 15:15:00,4.388999999999999
2022-02-19 15:30:00,3.685
2022-02-19 15:45:00,3.2510000000000003
2022-02-19 16:00:00,2.7419999999999995
2022-02-19 16:15:00,2.117
2022-02-19 16:30:00,1.6790000000000003
2022-02-19 16:45:00,0.5300000000000002
2022-02-19 17:00:00,0.30599999999999994
2022-02-19 17:15:00,0.20300000000000004
2022-02-19 17:30:00,0.09100000000000003
2022-02-19 17:45:00,0.007
2022-02-19 18:00:00,0.0
2022-02-19 18:15:00,0.0
2022-02-19 18:30:00,0.0
2022-02-19 18:45:00,0.0
2022-02-19 19:00:00,0.0
2022-02-19 19:15:00,0.0
2022-02-19 19:30:00,0.0
2022-02-19 19:45:00,0.0
2022-02-19 20:00:00,0.0
2022-02-19 20:15:00,0.0
2022-02-19 20:30:00,0.0
2022-02-19 20:45:00,0.0
2022-02-19 21:00:00,0.0
2022-02-19 21:15:00,0.0
2022-02-19 21:30:00,0.0
2022-02-19 21:45:00,0.0
2022-02-19 22:00:00,0.0
2022-02-19 22:15:00,0.0
2022-02-19 22:30:00,0.0
2022-02-19 22:45:00,0.0
2022-02-19 23:00:00,0.0
2022-02-19 23:15:00,0.0
2022-02-19 23:30:00,0.0
2022-02-19 23:45:00,0.0
2022-02-20 00:00:00,0.0
2022-02-20 00:15:00,0.0
2022-02-20 00:30:00,0.0
2022-02-20 00:45:00,0.0
2022-02-20 01:00:00,0.0
2022-02-20 01:15:00,0.0
2022-02-20 01:30:00,0.0
2022-02-20 01:45:00,0.0
2022-02-20 02:00:00,0.0
2022-02-20 02:15:00,0.0
2022-02-20 02:30:00,0.0
2022-02-20 02:45:00,0.0
2022-02-20 03:00:00,0.0
2022-02-20 03:15:00,0.0
2022-02-20 03:30:00,0.0
2022-02-20 03:45:00,0.0
2022-02-20 04:00:00,0.0
2022-02-20 04:15:00,0.0
2022-02-20 04:30:00,0.0
2022-02-20 04:45:00,0.0
2022-02-20 05:00:00,0.0
2022-02-20 05:15:00,0.0
2022-02-20 05:30:00,0.0
2022-02-20 05:45:00,0.0
2022-02-20 06:00:00,0.0
2022-02-20 06:15:00,0.0
2022-02-20 06:30:00,0.0
2022-02-20 06:45:00,0.0
2022-02-20 07:00:00,0.0
2022-02-20 07:15:00,0.0
2022-02-20 07:30:00,0.053000000000000005
2022-02-20 07:45:00,0.106
2022-02-20 08:00:00,0.17700000000000005
2022-02-20 08:15:00,0.10100000000000002
2022-02-20 08:30:00,0.21699999999999997
2022-02-20 08:45:00,0.617
2022-02-20 09:00:00,1.0909999999999997
2022-02-20 09:15:00,1.6959999999999997
2022-02-20 09:30:00,2.0189999999999997
2022-02-20 09:45:00,2.094
2022-02-20 10:00:00,2.995
2022-02-20 10:15:00,3.54
2022-02-20 10:30:00,2.246
2022-02-20 10:45:00,2.4539999999999997
2022-02-20 11:00:00,1.6390000000000002
2022-02-20 11:15:00,3.2870000000000004
2022-02-20 11:30:00,4.677000000000001
2022-02-20 11:45:00,3.9920000000000004
2022-02-20 12:00:00,4.256
2022-02-20 12:15:00,4.192
2022-02-20 12:30:00,4.666
2022-02-20 12:45:00,4.337000000000001
2022-02-20 13:00:00,3.4410000000000007
2022-02-20 13:15:00,2.794
2022-02-20 13:30:00,2.669
2022-02-20 13:45:00,2.935
2022-02-20 14:00:00,3.6289999999999996
2022-02-20 14:15:00,3.702000000000001
2022-02-20 14:30:00,3.047
2022-02-20 14:45:00,1.9130000000000003
2022-02-20 15:00:00,2.231
2022-02-20 15:15:00,1.6030000000000004
2022-02-20 15:30:00,1.834
2022-02-20 15:45:00,1.519
2022-02-20 16:00:00,1.1629999999999998
2022-02-20 16:15:00,0.651
2022-02-20 16:30:00,0.315
2022-02-20 16:45:00,0.11400000000000005
2022-02-20 17:00:00,0.12200000000000004
2022-02-20 17:15:00,0.09200000000000001
2022-02-20 17:30:00,0.008
2022-02-20 17:45:00,0.0
2022-02-20 18:00:00,0.0
2022-02-20 18:15:00,0.0
2022-02-20 18:30:00,0.0
2022-02-20 18:45:00,0.0
2022-02-20 19:00:00,0.0
2022-02-20 19:15:00,0.0
2022-02-20 19:30:00,0.0
2022-02-20 19:45:00,0.0
2022-02-20 20:00:00,0.0
2022-02-20 20:15:00,0.0
2022-02-20 20:30:00,0.0
2022-02-20 20:45:00,0.0
2022-02-20 21:00:00,0.0
2022-02-20 21:15:00,0.0
2022-02-20 21:30:00,0.0
2022-02-20 21:45:00,0.0
2022-02-20 22:00:00,0.0
2022-02-20 22:15:00,0.0
2022-02-20 22:30:00,0.0
2022-02-20 22:45:00,0.0
2022-02-20 23:00:00,0.0
2022-02-20 23:15:00,0.0
2022-02-20 23:30:00,0.0
2022-02-20 23:45:00,0.0
2022-02-21 00:00:00,0.0
2022-02-21 00:15:00,0.0
2022-02-21 00:30:00,0.0
2022-02-21 00:45:00,0.0
2022-02-21 01:00:00,0.0
2022-02-21 01:15:00,0.0
2022-02-21 01:30:00,0.0
2022-02-21 01:45:00,0.0
2022-02-21 02:00:00,0.0
2022-02-21 02:15:00,0.0
2022-02-21 02:30:00,0.0
2022-02-21 02:45:00,0.0
2022-02-21 03:00:00,0.0
2022-02-21 03:15:00,0.0
2022-02-21 03:30:00,0.0
2022-02-21 03:45:00,0.0
2022-02-21 04:00:00,0.0
2022-02-21 04:15:00,0.0
2022-02-21 04:30:00,0.0
2022-02-21 04:45:00,0.0
2022-02-21 05:00:00,0.0
2022-02-21 05:15:00,0.0
2022-02-21 05:30:00,0.0
2022-02-21 05:45:00,0.0
2022-02-21 06:00:00,0.0
2022-02-21 06:15:00,0.0
2022-02-21 06:30:00,0.0
2022-02-21 06:45:00,0.0
2022-02-21 07:00:00,0.0
2022-02-21 07:15:00,0.0
2022-02-21 07:30:00,0.14600000000000002
2022-02-21 07:45:00,0.31299999999999994
2022-02-21 08:00:00,0.6610000000000001
2022-02-21 08:15:00,0.3900000000000001
2022-02-21 08:30:00,0.6800000000000002
2022-02-21 08:45:00,1.283
2022-02-21 09:00:00,2.912
2022-02-21 09:15:00,4.345
2022-02-21 09:30:00,2.6690000000000005
2022-02-21 09:45:00,3.877
2022-02-21 10:00:00,1.6880000000000002
2022-02-21 10:15:00,2.016
2022-02-21 10:30:00,1.693
2022-02-21 10:45:00,3.839
2022-02-21 11:00:00,1.224
2022-02-21 11:15:00,2.4290000000000003
2022-02-21 11:30:00,3.6679999999999997
2022-02-21 11:45:00,5.768
2022-02-21 12:00:00,7.3020000000000005
2022-02-21 12:15:00,7.368999999999999
2022-02-21 12:30:00,8.135
2022-02-21 12:45:00,6.297999999999998
2022-02-21 13:00:00,4.629
2022-02-21 13:15:00,5.265
2022-02-21 13:30:00,3.7129999999999996
2022-02-21 13:45:00,1.667
2022-02-21 14:00:00,1.2540000000000002
2022-02-21 14:15:00,2.0549999999999997
2022-02-21 14:30:00,1.7200000000000002
2022-02-21 14:45:00,1.5360000000000003
2022-02-21 15:00:00,1.4930000000000003
2022-02-21 15:15:00,1.042
2022-02-21 15:30:00,1.124
2022-02-21 15:45:00,1.252
2022-02-21 16:00:00,0.5670000000000002
2022-02-21 16:15:00,0.6370000000000001
2022-02-21 16:30:00,0.4790000000000001
2022-02-21 16:45:00,0.32000000000000006
2022-02-21 17:00:00,0.12500000000000003
2022-02-21 17:15:00,0.19800000000000004
2022-02-21 17:30:00,0.021
2022-02-21 17:45:00,0.0
2022-02-21 18:00:00,0.0
2022-02-21 18:15:00,0.0
2022-02-21 18:30:00,0.0
2022-02-21 18:45:00,0.0
2022-02-21 19:00:00,0.0
2022-02-21 19:15:00,0.0
2022-02-21 19:30:00,0.0
2022-02-21 19:45:00,0.0
2022-02-21 20:00:00,0.0
2022-02-21 20:15:00,0.0
2022-02-21 20:30:00,0.0
2022-02-21 20:45:00,0.0
2022-02-21 21:00:00,0.0
2022-02-21 21:15:00,0.0
2022-02-21 21:30:00,0.0
2022-02-21 21:45:00,0.0
2022-02-21 22:00:00,0.0
2022-02-21 22:15:00,0.0
2022-02-21 22:30:00,0.0
2022-02-21 22:45:00,0.0
2022-02-21 23:00:00,0.0
2022-02-21 23:15:00,0.0
2022-02-21 23:30:00,0.0
2022-02-21 23:45:00,0.0
2022-02-22 00:00:00,0.0
2022-02-22 00:15:00,0.0
2022-02-22 00:30:00,0.0
2022-02-22 00:45:00,0.0
2022-02-22 01:00:00,0.0
2022-02-22 01:15:00,0.0
2022-02-22 01:30:00,0.0
2022-02-22 01:45:00,0.0
2022-02-22 02:00:00,0.0
2022-02-22 02:15:00,0.0
2022-02-22 02:30:00,0.0
2022-02-22 02:45:00,0.0
2022-02-22 03:00:00,0.0
2022-02-22 03:15:00,0.0
2022-02-22 03:30:00,0.0
2022-02-22 03:45:00,0.0
2022-02-22 04:00:00,0.0
2022-02-22 04:15:00,0.0
2022-02-22 04:30:00,0.0
2022-02-22 04:45:00,0.0
2022-02-22 05:00:00,0.0
2022-02-22 05:15:00,0.0
2022-02-22 05:30:00,0.0
2022-02-22 05:45:00,0.0
2022-02-22 06:00:00,0.0
2022-02-22 06:15:00,0.0
2022-02-22 06:30:00,0.0
2022-02-22 06:45:00,0.0
2022-02-22 07:00:00,0.0
2022-02-22 07:15:00,0.026
2022-02-22 07:30:00,0.19499999999999998
2022-02-22 07:45:00,0.3380000000000001
2022-02-22 08:00:00,0.32899999999999996
2022-02-22 08:15:00,0.7190000000000002
2022-02-22 08:30:00,0.8359999999999997
2022-02-22 08:45:00,1.2240000000000002
2022-02-22 09:00:00,1.8249999999999997
2022-02-22 09:15:00,2.33
2022-02-22 09:30:00,3.928
2022-02-22 09:45:00,3.5329999999999995
2022-02-22 10:00:00,4.554
2022-02-22 10:15:00,2.4150000000000005
2022-02-22 10:30:00,1.6480000000000004
2022-02-22 10:45:00,1.8669999999999998
2022-02-22 11:00:00,2.4249999999999994
2022-02-22 11:15:00,2.5829999999999997
2022-02-22 11:30:00,4.532
2022-02-22 11:45:00,6.293
2022-02-22 12:00:00,6.899
2022-02-22 12:15:00,1.791
2022-02-22 12:30:00,2.5190000000000006
2022-02-22 12:45:00,3.6010000000000004
2022-02-22 13:00:00,4.36
2022-02-22 13:15:00,4.229
2022-02-22 13:30:00,4.8870000000000005
2022-02-22 13:45:00,3.514999999999999
2022-02-22 14:00:00,3.488
2022-02-22 14:15:00,3.624
2022-02-22 14:30:00,2.891
2022-02-22 14:45:00,2.5669999999999993
2022-02-22 15:00:00,1.9390000000000005
2022-02-22 15:15:00,1.6300000000000001
2022-02-22 15:30:00,1.183
2022-02-22 15:45:00,1.466
2022-02-22 16:00:00,0.683
2022-02-22 16:15:00,0.4490000000000002
2022-02-22 16:30:00,0.34099999999999997
2022-02-22 16:45:00,0.28
2022-02-22 17:00:00,0.20100000000000007
2022-02-22 17:15:00,0.07500000000000001
2022-02-22 17:30:00,0.032
2022-02-22 17:45:00,0.0
2022-02-22 18:00:00,0.0
2022-02-22 18:15:00,0.0
2022-02-22 18:30:00,0.0
2022-02-22 18:45:00,0.0
2022-02-22 19:00:00,0.0
2022-02-22 19:15:00,0.0
2022-02-22 19:30:00,0.0
2022-02-22 19:45:00,0.0
2022-02-22 20:00:00,0.0
2022-02-22 20:15:00,0.0
2022-02-22 20:30:00,0.0
2022-02-22 20:45:00,0.0
2022-02-22 21:00:00,0.0
2022-02-22 21:15:00,0.0
2022-02-22 21:30:00,0.0
2022-02-22 21:45:00,0.0
2022-02-22 22:00:00,0.0
2022-02-22 22:15:00,0.0
2022-02-22 22:30:00,0.0
2022-02-22 22:45:00,0.0
2022-02-22 23:00:00,0.0
2022-02-22 23:15:00,0.0
2022-02-22 23:30:00,0.0
2022-02-22 23:45:00,0.0
2022-02-23 00:00:00,0.0
2022-02-23 00:15:00,0.0
2022-02-23 00:30:00,0.0
2022-02-23 00:45:00,0.0
